Speaker	Task	City	Region	Gender	Ethnicity	Generation	Word	Vowel	Preceding Phone	Aspirated	Following Phone	Following Class	Begin Time (s)	End Time (s)	Duration (ms)	F0 20%	F0 50%	F0 80%	F1 20%	F1 50%	F1 80%	F2 20%	F2 50%	F2 80%	F3 20%	F3 50%	F3 80%	Normalized F1 20%	Normalized F1 50%	Normalized F1 80%	Normalized F2 20%	Normalized F2 50%	Normalized F2 80%	Notes	Outlier	Checked By	Date	Settings	Analyst	Date	Settings	Praat Version	OS
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	babe	e	b	n	b	C	2525.29	2525.42	130.65	105	106	108	497	503	471	2158	2333	2308	2942	3058	3025	-0.687242744	-0.6752426	-0.740974676	0.781104376	0.859077502	0.848303858		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bad	æ	b	n	d	C	2015.16	2015.30	133.05	106	105	105	573	518	603	1891	1867	1890	2957	2901	2924	-0.544947053	-0.645857528	-0.493915573	0.649028299	0.636255374	0.648499338		n				JMR	Wed Oct 09 17:07:13 2013	"Max formant: 5000, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bad	æ	b	n	d	C	2585.20	2585.32	120.86	78	--undefined--	--undefined--	655	627	599	1930	1708	1923	2892	2492	2915	-0.411197534	-0.454886229	-0.500571172	0.669442512	0.547245604	0.665808976		n				JMR	Wed Oct 09 17:07:13 2013	"Max formant: 5000, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bade	e	b	n	d	C	2023.74	2023.86	120.36	--undefined--	--undefined--	--undefined--	475	449	451	2357	2453	2422	2840	2996	3051	-0.732517966	-0.788809882	-0.78436543	0.869312133	0.909234274	0.896516154		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bade	e	b	n	d	C	2667.89	2668.02	123.50	--undefined--	--undefined--	--undefined--	451	442	381	2273	2554	2605	2897	3160	3153	-0.78436543	-0.804522888	-0.953033395	0.833023054	0.949583267	0.969355184		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bag	æ	b	n	g	G	2131.06	2131.26	194.79	75	--undefined--	--undefined--	589	657	616	2011	1925	1948	2865	2823	2789	-0.517406586	-0.408148751	-0.472585806	0.71055462	0.666848477	0.678725714		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bag	æ	b	n	g	G	2233.54	2233.72	179.11	--undefined--	--undefined--	--undefined--	710	739	643	2000	1947	2031	2881	2827	2760	-0.3305678	-0.290534849	-0.429688046	0.70506969	0.678212236	0.720450792		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bag	æ	b	n	g	G	2516.63	2516.76	132.70	--undefined--	--undefined--	--undefined--	581	677	498	1902	1975	2218	2926	3094	3060	-0.531082013	-0.378161497	-0.685232693	0.654828473	0.692490907	0.808528398		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bagel	e	b	n	g	G	1819.81	1819.89	77.79	109	108	108	528	525	489	2094	2236	2190	2666	2604	2770	-0.626736486	-0.632434507	-0.70347028	0.750998622	0.816611064	0.795824053		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bagel	e	b	n	g	G	2156.66	2156.78	118.97	106	--undefined--	99	521	525	438	2217	2289	2449	3020	3188	3088	-0.640082728	-0.632434507	-0.813613859	0.80807744	0.84003755	0.907602287		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bagel	e	b	n	g	G	2758.82	2758.88	57.43	--undefined--	--undefined--	--undefined--	443	445	455	2401	2316	2280	3058	2921	2882	-0.802263	-0.797758488	-0.775535351	0.887807826	0.851764069	0.836097952		n	JMR	Sat Oct 19 14:41:20 2013	"Max formant: 5500 Hz, Number of formants: 4"	JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bathe	e	b	n	ð	C	1872.50	1872.64	142.71	108	107	110	515	493	453	2419	2589	2555	3127	3187	3136	-0.651665869	-0.695323596	-0.779940644	0.895276741	0.96319421	0.949974733		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bathe	e	b	n	ð	C	2168.72	2168.86	143.71	105	104	106	489	461	422	2443	2557	2407	3311	3262	3146	-0.70347028	-0.762434727	-0.850827456	0.905149301	0.950757205	0.890303668		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bathe	e	b	n	ð	C	2604.68	2604.82	140.07	109	106	106	480	505	469	2198	2538	2448	2815	2828	2940	-0.722046666	-0.671274341	-0.745230001	0.799470365	0.943298878	0.907193874		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bed	ɛ	b	n	d	C	2072.36	2072.46	94.80	--undefined--	--undefined--	--undefined--	498	528	489	1949	2033	2035	3183	3122	3208	-0.685232693	-0.626736486	-0.70347028	0.67923893	0.721435044	0.722418328		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	bed	ɛ	b	n	d	C	2363.14	2363.24	93.51	105	108	107	545	551	518	1929	1938	2020	2866	2921	3100	-0.595046975	-0.584097961	-0.645857528	0.668924243	0.673579023	0.715020021		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	beg	ɛ	b	n	g	G	1778.74	1778.81	73.49	--undefined--	96	101	516	480	455	2159	2332	2342	3049	3028	2857	-0.649726004	-0.722046666	-0.775535351	0.781567661	0.858648778	0.862927774		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	beg	ɛ	b	n	g	G	2188.80	2188.89	89.64	--undefined--	77	76	506	542	479	1940	2062	2161	2795	2988	2926	-0.669296101	-0.600566768	-0.724132172	0.674610482	0.735598895	0.782493587		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	beg	ɛ	b	n	g	G	2626.11	2626.25	134.58	103	103	105	542	571	487	2041	2115	2250	2811	2924	2926	-0.600566768	-0.54844356	-0.707568647	0.725362393	0.760977322	0.822852725		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	beige	e	b	n	ʒ	C	1904.03	1904.18	146.34	--undefined--	104	106	492	473	424	2449	2571	2441	2943	3100	3147	-0.697354053	-0.736737381	-0.846099315	0.907602287	0.956217437	0.904330301		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	beige	e	b	n	ʒ	C	2413.25	2413.43	176.99	76	110	112	499	441	426	2548	2556	2514	3230	3212	3146	-0.683226674	-0.806787894	-0.841393424	0.947231247	0.950366046	0.933797619		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	brag	æ	ɹ	n	g	G	2020.44	2020.58	142.50	97	98	--undefined--	571	636	513	1741	1873	2184	2562	2745	2927	-0.54844356	-0.440634207	-0.655556925	0.56638217	0.639463933	0.793080567		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	brag	æ	ɹ	n	g	G	2298.89	2298.99	98.70	93	92	--undefined--	610	592	545	1886	1976	2076	2521	2675	2683	-0.482373813	-0.512326135	-0.595046975	0.646380693	0.692997108	0.742365474		n	JMR	Mon Oct 28 13:09:39 2013	"Max formant: 5500 Hz, Number of formants: 4"	JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	brag	æ	ɹ	n	g	G	2618.10	2618.24	137.32	101	100	105	685	693	571	1972	1973	2051	2570	2992	2922	-0.366413932	-0.354802771	-0.54844356	0.690970765	0.691477736	0.730249988		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	crag	æ	ɹ	n	g	G	2003.48	2003.61	130.41	102	104	105	583	586	499	1790	1807	2042	2581	2611	2776	-0.527645584	-0.52251298	-0.683226674	0.594138129	0.603590521	0.725852229		n				JMR	Wed Oct 09 17:07:13 2013	"Max formant: 5000, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	crag	æ	ɹ	n	g	G	2349.25	2349.47	227.17	106	109	77	636	615	524	1962	2003	2193	2852	2856	2812	-0.440634207	-0.474210502	-0.634341086	0.68588687	0.706568566	0.797192979		n	JMR	Sat Oct 19 14:16:52 2013	"Max formant: 5500 Hz, Number of formants: 4"	JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	crag	æ	ɹ	n	g	G	2350.04	2350.17	127.60	105	106	108	601	605	531	1857	1898	2020	2686	2777	2810	-0.497237835	-0.490604312	-0.621070749	0.630884791	0.652723209	0.715020021		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	crag	æ	ɹ	n	g	G	2488.34	2488.49	147.08	106	106	107	615	623	493	1890	1984	2141	2818	2941	2985	-0.474210502	-0.461286251	-0.695323596	0.648499338	0.697037518	0.773195519		n	JMR	Sat Oct 19 14:16:13 2013	"Max formant: 5500 Hz, Number of formants: 4"	JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	dad	æ	d	n	d	C	1883.32	1883.45	139.15	--undefined--	--undefined--	101	574	617	564	2296	2164	1985	3056	2798	2707	-0.543203374	-0.470963746	-0.560778518	0.843090988	0.78388087	0.697541423		n				JMR	Wed Oct 09 17:07:13 2013	"Max formant: 5000, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	dad	æ	d	n	d	C	2151.92	2152.06	139.89	--undefined--	--undefined--	--undefined--	543	651	612	2115	1963	1908	3043	3055	3245	-0.59872345	-0.417323128	-0.479100487	0.760977322	0.686396424	0.657978082		n				JMR	Wed Oct 09 17:07:13 2013	"Max formant: 5000, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	dad	æ	d	n	d	C	2511.67	2511.78	102.75	--undefined--	--undefined--	--undefined--	579	626	591	2148	2110	1928	3044	3063	3023	-0.534530292	-0.456482399	-0.514016752	0.776459686	0.758610457	0.668405705		n	JMR	Sat Oct 19 13:55:34 2013	"Max formant: 5500 Hz, Number of formants: 5"	JMR	Wed Oct 09 17:07:13 2013	"Max formant: 5000, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	day	e	d	n	t	#	1874.08	1874.23	154.38	--undefined--	103	104	460	440	417	2342	2574	2532	3114	3380	3187	-0.76460628	-0.809058043	-0.862746548	0.862927774	0.957383618	0.940932013		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	day	e	d	n	t	#	2239.93	2240.09	159.64	77	76	--undefined--	459	450	379	2476	2431	1636	3190	2933	2406	-0.76678256	-0.786585187	-0.958296565	0.918566864	0.900225204	0.504176747		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	day	e	d	n	t	#	2580.71	2580.82	115.48	--undefined--	106	108	458	456	423	2220	2160	2294	3049	3052	3004	-0.768963586	-0.77333996	-0.848460591	0.809429705	0.782030731	0.842219528		n	JMR	Mon Oct 28 13:19:44 2013	"Max formant: 4700 Hz, Number of formants: 4"	JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	dead	ɛ	d	n	d	C	2000.04	2000.15	115.13	100	102	--undefined--	535	558	508	2186	2183	2164	3026	2967	3000	-0.613566023	-0.571473807	-0.665351322	0.793995899	0.792622587	0.78388087		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	dead	ɛ	d	n	d	C	2406.34	2406.46	116.79	223	78	79	472	529	461	1812	2008	2004	3006	2925	2999	-0.738853784	-0.624844338	-0.762434727	0.606353717	0.709061711	0.707067692		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	dead	ɛ	d	n	d	C	2698.26	2698.36	94.25	107	106	106	509	517	468	2121	2046	2038	3062	3033	3105	-0.663384753	-0.647789895	-0.747364474	0.763810185	0.727809177	0.723891444		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	egg	ɛ	t	n	g	G	1838.77	1838.90	129.44	97	103	102	366	389	355	2500	2738	2673	3225	3321	3662	-0.993199436	-0.932253426	-1.02371498	0.928213241	1.019150236	0.995123946	"Quiet token, tracking still a bit off"	n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	egg	ɛ	t	n	g	G	2278.61	2278.72	112.89	188	206	206	431	463	411	2495	2506	2671	3243	3303	3246	-0.82972468	-0.758105716	-0.877239555	0.926211238	0.930610366	0.994375443		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	egg	ɛ	t	n	g	G	2470.43	2470.64	207.72	--undefined--	112	112	498	440	395	2610	2612	2667	3122	3022	2994	-0.685232693	-0.809058043	-0.916947005	0.97127273	0.972038721	0.992876754		n	JMR	Sat Oct 19 14:44:40 2013	"Max formant: 5500 Hz, Number of formants: 5.5"	JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	had	æ	h	n	d	C	1954.44	1954.53	89.26	107	107	106	625	658	640	1897	1910	1889	2920	3078	2895	-0.45808112	-0.406627839	-0.434364594	0.6521962	0.659025751	0.647970098		n				JMR	Wed Oct 09 17:07:13 2013	"Max formant: 5000, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	had	æ	h	n	d	C	2276.38	2276.45	69.85	100	101	100	781	685	541	2061	1993	1971	2847	2949	3091	-0.23525762	-0.366413932	-0.602413491	0.735113811	0.70156355	0.690463537		n				JMR	Wed Oct 09 17:07:13 2013	"Max formant: 5000, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	had	æ	h	n	d	C	2679.91	2680.00	97.02	102	100	98	734	687	621	1924	1881	1844	3040	2985	2909	-0.297323741	-0.363498478	-0.464501688	0.666328861	0.643726059	0.623859634		n				JMR	Wed Oct 09 17:07:13 2013	"Max formant: 5000, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	head	ɛ	h	n	d	C	1877.10	1877.16	61.35	106	106	105	537	500	454	2065	2063	1660	3109	3055	2681	-0.609834675	-0.681224671	-0.777735572	0.737052736	0.736083743	0.518740111		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	head	ɛ	h	n	d	C	2268.71	2268.78	77.06	209	209	206	569	581	554	2234	1984	2085	3043	3085	2958	-0.551952336	-0.531082013	-0.578668083	0.81571621	0.697037518	0.746691364		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	head	ɛ	h	n	d	C	2492.80	2492.89	87.41	199	--undefined--	--undefined--	638	591	501	2101	2107	2059	3095	3007	3090	-0.437494487	-0.514016752	-0.679226669	0.754335931	0.757187644	0.734142937		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	heed	i	h	n	d	C	1784.68	1784.76	80.39	107	106	105	392	370	376	2754	2783	1118	3258	3189	2732	-0.92457093	-0.982329764	-0.966243626	1.024976909	1.035451992	0.123463884		n	JMR	Wed Aug 06 16:50:46 2014	"Max formant: 5500 Hz, Number of formants: 5"	JMR	Wed Jul 16 20:19:49 2014	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	heed	i	h	n	d	C	2414.77	2414.85	86.85	110	109	110	409	391	379	2733	2626	2629	3303	3294	3350	-0.882117614	-0.92712521	-0.958296565	1.017322416	0.977384285	0.978526055		n	JMR	Sun Aug 03 17:37:12 2014	"Max formant: 5500 Hz, Number of formants: 5"	JMR	Wed Jul 16 20:19:49 2014	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	heed	i	h	n	d	C	2518.26	2518.31	51.93	107	106	104	409	386	378	2864	2915	3192	3795	3682	3387	-0.882117614	-0.9399954	-0.960938574	1.064141758	1.081792329	1.172570189		n	JMR	Wed Aug 06 16:51:55 2014	"Max formant: 5000 Hz, Number of formants: 3"	JMR	Wed Jul 16 20:19:49 2014	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	hid	ɪ	h	n	d	C	1833.23	1833.28	53.04	206	209	206	551	536	429	2325	2270	2124	3227	3227	3204	-0.584097961	-0.611698609	-0.834375851	0.855642548	0.831702341	0.765223613		n	JMR	Sun Aug 03 17:35:25 2014	"Max formant: 5500 Hz, Number of formants: 5"	JMR	Wed Jul 16 20:19:49 2014	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	hid	ɪ	h	n	d	C	1903.15	1903.24	87.96	106	112	108	489	459	457	2405	2233	1586	3129	3040	2699	-0.70347028	-0.76678256	-0.771149379	0.889472413	0.815268482	0.473137632		n				JMR	Wed Jul 16 20:19:49 2014	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	hid	ɪ	h	n	d	C	2402.93	2403.02	92.21	112	116	114	476	478	469	2291	2167	2115	3133	3071	3122	-0.730414916	-0.726222037	-0.745230001	0.840910913	0.785266232	0.760977322		n	JMR	Sun Aug 03 17:36:51 2014	"Max formant: 5500 Hz, Number of formants: 5"	JMR	Wed Jul 16 20:19:49 2014	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	hid	ɪ	h	n	d	C	2532.77	2532.86	89.44	103	109	107	522	463	469	2385	2307	2240	3207	3162	3112	-0.638165182	-0.758105716	-0.745230001	0.881121633	0.847870488	0.818398375		n				JMR	Wed Jul 16 20:19:49 2014	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	hid	ɪ	h	n	d	C	2699.75	2699.83	83.16	105	110	106	495	454	437	2127	2124	2133	3235	3175	3225	-0.691275007	-0.777735572	-0.815899575	0.766635045	0.765223613	0.769451949		n	JMR	Wed Aug 06 16:52:32 2014	"Max formant: 5500 Hz, Number of formants: 5"	JMR	Wed Jul 16 20:19:49 2014	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	hode	o	h	n	d	C	2245.59	2245.73	145.05	210	108	112	579	509	452	1450	1213	1189	2706	2623	2782	-0.534530292	-0.663384753	-0.78215059	0.383486066	0.205019139	0.185035127		n				JMR	Thu Mar 05 14:08:58 2015	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.4.04	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	hood	ʊ	h	n	d	C	2075.10	2075.18	73.73	103	--undefined--	--undefined--	544	523	480	1868	1902	1998	2779	2761	2949	-0.596883523	-0.636251306	-0.722046666	0.636790849	0.654828473	0.704069189		n				JMR	Wed Jul 16 20:19:49 2014	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	hood	ʊ	h	n	d	C	2374.82	2374.95	129.77	111	110	75	541	469	487	1907	1795	1815	3117	2792	2856	-0.602413491	-0.745230001	-0.707568647	0.657453836	0.596927531	0.608007977		n				JMR	Wed Jul 16 20:19:49 2014	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	hood	ʊ	h	n	d	C	2623.28	2623.37	91.47	201	105	106	578	520	488	1828	1809	1932	2829	2899	2965	-0.536258901	-0.642003958	-0.705517364	0.615144982	0.604696716	0.670478245		n				JMR	Wed Jul 16 20:19:49 2014	"Max formant: 5000 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	kay	e	k	y	t	#	1999.22	1999.41	190.25	--undefined--	214	106	564	457	447	2843	2737	2660	3630	2929	2944	-0.560778518	-0.771149379	-0.793274175	1.056782342	1.018784939	0.990248632		n				JMR	Mon Oct 07 19:01:15 2013	"Max formant: 5500, Number of formants: 4, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	kay	e	k	y	t	#	2343.34	2343.50	163.81	--undefined--	--undefined--	78	523	439	463	2494	2299	2507	3285	2716	3079	-0.636251306	-0.811333357	-0.758105716	0.925810356	0.844396755	0.931009328		n				JMR	Mon Oct 07 19:01:15 2013	"Max formant: 5500, Number of formants: 4, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	kay	e	k	y	t	#	2754.13	2754.31	181.98	--undefined--	205	202	374	439	421	2985	2744	2570	3744	3833	3465	-0.971576972	-0.811333357	-0.853199936	1.105522256	1.021339219	0.955828408		n				JMR	Mon Oct 07 19:01:15 2013	"Max formant: 5500, Number of formants: 4, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
YH48HF3H	wordlist	Harrah	Central	Female	Mexican American	3	lag	æ	l	n	g	G	2356.95	2357.14	187.86	--undefined--	--undefined--	--undefined--	726	768	630	1774	1832	1870	3010	2995	2883	-0.308282755	-0.252043037	-0.45011295	0.585159393	0.617330775	0.63786094		n				JMR	Mon Oct 07 20:40:14 2013	"Max formant: 5500, Number of formants: 5, Pitch range: 75-500, Window length: 0.025 "	5.3.56	Windows
